-0.67665,-0.41562474,-0.5818809,21.0,
-0.7106511,-0.42470154,-0.6032298,20.0,
-0.7412267,-0.47795078,-0.6594679,19.0,
-0.6952222,-0.549759,-0.68616766,20.0,
-0.4498808,-0.6461539,-0.59921044,19.0,
-0.0016254904,-0.69804466,-0.37095952,19.0,
0.70039266,-0.68626624,0.036766056,21.0,
0.82869893,-0.72522694,0.15986767,18.0,
0.5456098,-0.63243353,-0.09261528,21.0,
1.4870028,-0.63243353,-0.09261528,10.0,
1.5395982,-0.57046187,-0.16803531,8.0,
1.7451077,-0.49267387,0.060292687,24.0,
1.8680744,-0.51777637,0.49607328,16.0,
1.877496,-0.5387916,0.54843897,22.0,
1.7382523,-0.58860785,0.28378233,16.0,
1.5809987,-0.6532821,0.09665229,19.0,
1.6167359,-0.5679318,-0.029853057,20.0,
1.7426234,-0.49510357,0.061134044,21.0,
1.7827206,-0.4720375,0.116254166,19.0,
1.9513893,-0.4720375,0.116254166,10.0,
1.9162934,-0.5026787,0.11794344,7.0,
1.8182002,-0.5626958,0.0031866538,21.0,
1.5199423,-0.6865024,-0.155659,19.0,
1.2604045,-0.8145416,-0.14593562,19.0,
1.6425453,-0.6430536,-0.102997005,20.0,
1.6647989,-0.65641195,-0.0074746744,24.0,
1.6192799,-0.71243274,0.06922725,14.0,
1.7125323,-0.6338617,0.01795898,20.0,
1.6351422,-0.6567758,-0.06543911,19.0,
1.3905811,-0.7723632,-0.09966866,18.0,
1.5566589,-0.7723632,-0.09966866,10.0,
1.6063251,-0.7647406,-0.049058806,9.0,
1.3849169,-0.90488267,-0.0071988287,20.0,
1.2340823,-1.2702825,0.30018747,20.0,
1.0066187,-1.3151388,0.13141757,20.0,
0.38206592,-1.2900933,-0.39877066,19.0,
0.122334376,-1.2718091,-0.5957499,19.0,
0.2267819,-1.2547995,-0.52414846,19.0,
0.41313788,-1.2433858,-0.39501488,19.0,
0.96266943,-0.99636436,-0.2163262,33.0,
1.0027709,-0.99636436,-0.2163262,6.0,
1.4282639,-0.7951031,-0.29367897,0.0,
1.6212956,-0.7416908,-0.2773031,19.0,
1.6809572,-0.74778885,-0.12906763,19.0,
1.7300552,-0.7276147,-0.12346018,20.0,
1.6379805,-0.7450996,-0.22710301,19.0,
1.6641393,-0.7450996,-0.22710301,119.0,
1.3614978,-0.84717214,-0.23798324,89.0,
1.4080704,-0.84717214,-0.23798324,109.0,
1.4026816,-0.87347186,-0.17728767,90.0,
1.4405606,-0.87347186,-0.17728767,89.0,
1.2141064,-0.9456706,-0.22191492,110.0,
1.2729602,-0.9456706,-0.22191492,89.0,
1.2969736,-0.99181825,-0.11626828,109.0,
1.3831403,-0.99181825,-0.11626828,81.0,
